Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Frequency of Purchases
3283,24.0,Female,T-shirt,Clothing,94.0,California,Fall,4.8,No,Next Day Air,5,Credit Card,Monthly
3284,47.0,Female,Jacket,Outerwear,24.0,North Carolina,Spring,2.9,No,Express,10,Debit Card,Every 3 Months
3285,70.0,Female,Scarf,Accessories,79.0,Kentucky,Spring,4.5,No,2-Day Shipping,20,Venmo,Annually
3286,58.0,Female,Hat,Accessories,31.0,Hawaii,Fall,4.6,No,Free Shipping,11,Cash,Weekly
3287,45.0,Female,Jacket,Outerwear,67.0,Illinois,Winter,5.0,No,Express,4,Venmo,Fortnightly
3288,24.0,Female,Skirt,Clothing,63.0,West Virginia,Spring,4.3,No,2-Day Shipping,38,Credit Card,Weekly
3289,67.0,Female,Handbag,Accessories,61.0,South Carolina,Spring,4.9,No,Next Day Air,19,Credit Card,Bi-Weekly
3290,44.0,Female,Backpack,Accessories,50.0,Montana,Summer,4.0,No,2-Day Shipping,16,Venmo,Every 3 Months
3291,52.0,Female,Coat,Outerwear,82.0,North Dakota,Spring,3.1,No,Free Shipping,2,PayPal,Monthly
3292,29.0,Female,Belt,Accessories,51.0,New Mexico,Fall,2.6,No,2-Day Shipping,11,Cash,Monthly
3293,62.0,Female,Handbag,Accessories,23.0,Missouri,Spring,4.9,No,Standard,18,Bank Transfer,Fortnightly
3294,19.0,Female,Coat,Outerwear,91.0,West Virginia,Spring,3.5,No,2-Day Shipping,47,Credit Card,Fortnightly
3295,62.0,Female,Sweater,Clothing,60.0,South Carolina,Spring,4.5,No,Store Pickup,15,Bank Transfer,Bi-Weekly
3296,70.0,Female,Blouse,Clothing,34.0,West Virginia,Summer,2.8,No,Next Day Air,15,Cash,Weekly
3297,20.0,Female,Blouse,Clothing,23.0,Alaska,Spring,4.2,No,Next Day Air,47,Venmo,Quarterly
3298,67.0,Female,Belt,Accessories,82.0,West Virginia,Fall,4.1,No,Free Shipping,47,PayPal,Monthly
3299,65.0,Female,Jacket,Outerwear,73.0,New Mexico,Fall,3.5,No,Express,6,Bank Transfer,Every 3 Months
3300,45.0,Female,Shorts,Clothing,32.0,South Dakota,Spring,4.0,No,2-Day Shipping,18,Venmo,Monthly
3301,26.0,Female,Hat,Accessories,80.0,Oklahoma,Spring,4.0,No,Express,40,Bank Transfer,Bi-Weekly
3302,36.0,Female,Pants,Clothing,58.0,Oklahoma,Summer,2.5,No,Free Shipping,31,Credit Card,Fortnightly
3303,36.0,Female,Blouse,Clothing,82.0,Alabama,Winter,4.2,No,Standard,31,Venmo,Bi-Weekly
3304,20.0,Female,Belt,Accessories,60.0,Mississippi,Summer,3.4,No,Next Day Air,4,Credit Card,Fortnightly
3305,30.0,Female,Handbag,Accessories,79.0,Mississippi,Fall,4.8,No,Next Day Air,36,Bank Transfer,Every 3 Months
3306,34.0,Female,Hoodie,Clothing,41.0,Nebraska,Summer,4.9,No,Standard,31,PayPal,Bi-Weekly
3307,63.0,Female,Jacket,Outerwear,39.0,Colorado,Summer,3.6,No,Store Pickup,6,Venmo,Fortnightly
3308,18.0,Female,Scarf,Accessories,36.0,Pennsylvania,Winter,4.0,No,Store Pickup,1,Cash,Monthly
3309,55.0,Female,Jeans,Clothing,70.0,Utah,Fall,2.6,No,Express,29,Cash,Monthly
3310,48.0,Female,Handbag,Accessories,47.0,Massachusetts,Summer,3.1,No,Store Pickup,19,PayPal,Monthly
3311,45.0,Female,Jacket,Outerwear,27.0,Iowa,Winter,3.6,No,Free Shipping,12,PayPal,Fortnightly
3312,29.0,Female,Hat,Accessories,52.0,Florida,Summer,4.0,No,Express,18,Bank Transfer,Annually
3313,55.0,Female,Sneakers,Footwear,75.0,Louisiana,Summer,3.9,No,Next Day Air,45,Cash,Quarterly
3314,55.0,Female,Hat,Accessories,30.0,Kansas,Fall,3.9,No,Express,45,Credit Card,Monthly
3315,55.0,Female,Socks,Clothing,94.0,Kansas,Spring,3.3,No,Standard,8,Credit Card,Quarterly
3316,48.0,Female,Scarf,Accessories,68.0,Kentucky,Summer,2.9,No,Standard,4,PayPal,Every 3 Months
3317,42.0,Female,Socks,Clothing,45.0,New Mexico,Summer,3.1,No,Free Shipping,5,Debit Card,Fortnightly
3318,21.0,Female,Hat,Accessories,67.0,North Carolina,Summer,4.7,No,Standard,30,Cash,Quarterly
3319,45.0,Female,Jacket,Outerwear,46.0,North Dakota,Summer,3.9,No,Free Shipping,15,PayPal,Monthly
3320,23.0,Female,Shorts,Clothing,31.0,North Dakota,Summer,4.3,No,Next Day Air,17,Credit Card,Every 3 Months
3321,66.0,Female,Blouse,Clothing,44.0,Illinois,Fall,4.2,No,2-Day Shipping,45,Cash,Every 3 Months
3322,32.0,Female,Coat,Outerwear,100.0,Maine,Winter,4.3,No,Next Day Air,3,Venmo,Annually
3323,52.0,Female,Sweater,Clothing,92.0,Indiana,Winter,4.6,No,Next Day Air,43,PayPal,Weekly
3324,54.0,Female,Handbag,Accessories,78.0,North Dakota,Winter,3.8,No,Free Shipping,4,Credit Card,Monthly
3325,37.0,Female,T-shirt,Clothing,32.0,Missouri,Fall,3.3,No,Standard,41,Venmo,Weekly
3326,29.0,Female,Sandals,Footwear,97.0,Alaska,Fall,3.7,No,2-Day Shipping,16,Venmo,Monthly
3327,47.0,Female,Gloves,Accessories,95.0,North Dakota,Summer,4.3,No,Standard,10,Debit Card,Annually
3328,47.0,Female,Shorts,Clothing,64.0,Connecticut,Spring,4.1,No,Express,2,Debit Card,Quarterly
3329,42.0,Female,Sandals,Footwear,35.0,Wisconsin,Spring,3.2,No,Free Shipping,11,Cash,Bi-Weekly
3330,34.0,Female,Backpack,Accessories,54.0,New Jersey,Winter,3.8,No,Express,1,Debit Card,Bi-Weekly
3331,38.0,Female,Sneakers,Footwear,96.0,Missouri,Spring,3.2,No,2-Day Shipping,41,Bank Transfer,Quarterly
3332,55.0,Female,Sunglasses,Accessories,58.0,California,Summer,3.5,No,Free Shipping,39,PayPal,Quarterly
3333,27.0,Female,T-shirt,Clothing,23.0,Washington,Summer,3.1,No,2-Day Shipping,1,PayPal,Bi-Weekly
3334,55.0,Female,Jeans,Clothing,35.0,Minnesota,Spring,4.2,No,Express,3,PayPal,Monthly
3335,66.0,Female,Shirt,Clothing,23.0,California,Summer,3.4,No,Free Shipping,21,Credit Card,Annually
3336,44.0,Female,Hat,Accessories,94.0,Texas,Winter,3.5,No,Express,48,Bank Transfer,Quarterly
3337,39.0,Female,Blouse,Clothing,45.0,Montana,Fall,4.0,No,Free Shipping,24,Debit Card,Annually
3338,23.0,Female,Jacket,Outerwear,23.0,Arizona,Winter,4.4,No,2-Day Shipping,45,Bank Transfer,Bi-Weekly
3339,29.0,Female,Skirt,Clothing,94.0,Minnesota,Winter,2.9,No,2-Day Shipping,46,Credit Card,Monthly
3340,20.0,Female,Gloves,Accessories,99.0,Nebraska,Fall,3.6,No,Store Pickup,35,Cash,Fortnightly
3341,42.0,Female,T-shirt,Clothing,36.0,Virginia,Fall,4.4,No,Free Shipping,47,Credit Card,Fortnightly
3342,55.0,Female,Jacket,Outerwear,50.0,Connecticut,Summer,4.5,No,Standard,35,Credit Card,Monthly
3343,66.0,Female,Jacket,Outerwear,81.0,New Jersey,Spring,3.8,No,Free Shipping,45,Credit Card,Weekly
3344,24.0,Female,Shorts,Clothing,31.0,Kentucky,Winter,3.6,No,2-Day Shipping,6,Cash,Bi-Weekly
3345,62.0,Female,Hat,Accessories,48.0,Washington,Fall,4.3,No,Free Shipping,20,Cash,Annually
3346,28.0,Female,Handbag,Accessories,91.0,Florida,Summer,4.0,No,2-Day Shipping,3,Venmo,Bi-Weekly
3347,30.0,Female,Jeans,Clothing,99.0,Oklahoma,Summer,3.4,No,Express,30,Venmo,Quarterly
3348,22.0,Female,Shoes,Footwear,70.0,Iowa,Summer,4.4,No,Standard,28,PayPal,Bi-Weekly
3349,28.0,Female,T-shirt,Clothing,74.0,New Hampshire,Winter,2.8,No,Standard,15,Cash,Every 3 Months
3350,35.0,Female,Jewelry,Accessories,79.0,Georgia,Fall,2.8,No,Store Pickup,29,PayPal,Quarterly
3351,45.0,Female,Handbag,Accessories,33.0,Mississippi,Fall,4.9,No,2-Day Shipping,15,Cash,Bi-Weekly
3352,43.0,Female,Shirt,Clothing,49.0,New Hampshire,Spring,4.2,No,2-Day Shipping,18,Bank Transfer,Fortnightly
3353,55.0,Female,Belt,Accessories,96.0,Washington,Summer,2.9,No,Next Day Air,7,Bank Transfer,Bi-Weekly
3354,31.0,Female,Dress,Clothing,66.0,Ohio,Fall,4.6,No,Free Shipping,19,Credit Card,Every 3 Months
3355,42.0,Female,Skirt,Clothing,45.0,Maryland,Fall,2.8,No,Next Day Air,15,PayPal,Weekly
3356,40.0,Female,Blouse,Clothing,28.0,Delaware,Spring,2.6,No,Store Pickup,3,Bank Transfer,Bi-Weekly
3357,39.0,Female,Jeans,Clothing,48.0,Tennessee,Summer,3.5,No,Store Pickup,13,PayPal,Bi-Weekly
3358,41.0,Female,Hoodie,Clothing,67.0,Arkansas,Winter,3.5,No,Free Shipping,37,Credit Card,Monthly
3359,56.0,Female,T-shirt,Clothing,59.0,Tennessee,Fall,3.4,No,2-Day Shipping,26,Cash,Annually
3360,43.0,Female,Sunglasses,Accessories,74.0,New Hampshire,Fall,3.9,No,Next Day Air,29,Debit Card,Monthly
3361,22.0,Female,Jacket,Outerwear,81.0,Minnesota,Spring,3.3,No,2-Day Shipping,47,Cash,Every 3 Months
3362,47.0,Female,Shoes,Footwear,26.0,Florida,Spring,4.1,No,Free Shipping,47,Credit Card,Bi-Weekly
3363,50.0,Female,Handbag,Accessories,61.0,Tennessee,Summer,3.0,No,Next Day Air,48,Venmo,Fortnightly
3364,58.0,Female,Sweater,Clothing,23.0,California,Winter,3.0,No,Next Day Air,46,Bank Transfer,Bi-Weekly
3365,50.0,Female,Scarf,Accessories,33.0,Oregon,Fall,3.2,No,Standard,7,Credit Card,Monthly
3366,43.0,Female,Skirt,Clothing,58.0,Tennessee,Fall,3.9,No,Express,45,Credit Card,Every 3 Months
3367,38.0,Female,Gloves,Accessories,65.0,North Carolina,Spring,3.6,No,2-Day Shipping,47,Debit Card,Quarterly
3368,44.0,Female,T-shirt,Clothing,48.0,Tennessee,Summer,3.1,No,Store Pickup,6,Venmo,Fortnightly
3369,30.0,Female,Sandals,Footwear,25.0,Nebraska,Spring,4.8,No,Express,29,Bank Transfer,Every 3 Months
3370,47.0,Female,Sweater,Clothing,51.0,Maine,Winter,3.8,No,2-Day Shipping,42,Cash,Monthly
3371,30.0,Female,Belt,Accessories,31.0,Illinois,Summer,2.8,No,Store Pickup,46,Cash,Fortnightly
3372,49.0,Female,Hoodie,Clothing,99.0,Colorado,Winter,4.0,No,Next Day Air,28,PayPal,Annually
3373,56.0,Female,Socks,Clothing,25.0,Pennsylvania,Winter,4.6,No,Free Shipping,14,Credit Card,Every 3 Months
3374,70.0,Female,Sandals,Footwear,52.0,Minnesota,Spring,3.5,No,Store Pickup,12,Debit Card,Every 3 Months
3375,22.0,Female,Blouse,Clothing,47.0,Nevada,Spring,3.7,No,2-Day Shipping,41,Debit Card,Annually
3376,51.0,Female,Boots,Footwear,98.0,Connecticut,Fall,4.9,No,Express,8,Credit Card,Annually
3377,22.0,Female,Hat,Accessories,46.0,Ohio,Winter,4.1,No,Store Pickup,24,Cash,Quarterly
3378,37.0,Female,Shirt,Clothing,32.0,Kentucky,Winter,4.6,No,Next Day Air,18,PayPal,Fortnightly
3379,49.0,Female,Shorts,Clothing,75.0,Minnesota,Fall,4.5,No,Next Day Air,6,Cash,Quarterly
3380,61.0,Female,Handbag,Accessories,51.0,Tennessee,Summer,5.0,No,Store Pickup,40,Cash,Weekly
3381,41.0,Female,Dress,Clothing,52.0,North Dakota,Summer,3.8,No,Standard,6,PayPal,Every 3 Months
3382,57.0,Female,Hat,Accessories,66.0,Minnesota,Winter,4.7,No,Standard,27,Credit Card,Quarterly
3383,34.0,Female,Sweater,Clothing,35.0,Nebraska,Spring,2.8,No,Express,2,Bank Transfer,Weekly
3384,27.0,Female,Coat,Outerwear,43.0,Delaware,Fall,2.6,No,Next Day Air,39,Venmo,Bi-Weekly
3385,39.0,Female,Hoodie,Clothing,24.0,Minnesota,Summer,3.8,No,Free Shipping,9,Venmo,Quarterly
3386,62.0,Female,Jewelry,Accessories,83.0,Rhode Island,Winter,2.8,No,Standard,16,Credit Card,Every 3 Months
3387,34.0,Female,T-shirt,Clothing,62.0,Michigan,Fall,2.6,No,2-Day Shipping,36,Cash,Quarterly
3388,53.0,Female,Pants,Clothing,78.0,New Jersey,Spring,3.4,No,2-Day Shipping,2,Credit Card,Bi-Weekly
3389,35.0,Female,Sweater,Clothing,61.0,South Dakota,Spring,4.5,No,Store Pickup,21,Credit Card,Weekly
3390,38.0,Female,Pants,Clothing,57.0,North Carolina,Fall,3.8,No,Free Shipping,39,Venmo,Annually
3391,32.0,Female,Socks,Clothing,70.0,Oregon,Summer,3.0,No,Next Day Air,38,PayPal,Annually
3392,47.0,Female,Hoodie,Clothing,57.0,Montana,Fall,3.7,No,2-Day Shipping,6,Debit Card,Every 3 Months
3393,53.0,Female,Scarf,Accessories,74.0,New Jersey,Winter,4.4,No,Free Shipping,6,Venmo,Bi-Weekly
3394,60.0,Female,Dress,Clothing,90.0,Arizona,Fall,3.1,No,Next Day Air,50,Debit Card,Monthly
3395,31.0,Female,Sandals,Footwear,98.0,Vermont,Spring,4.2,No,Store Pickup,9,PayPal,Annually
3396,44.0,Female,Dress,Clothing,43.0,Colorado,Winter,3.1,No,Free Shipping,15,Debit Card,Every 3 Months
3397,29.0,Female,Pants,Clothing,37.0,Tennessee,Winter,5.0,No,Next Day Air,5,PayPal,Quarterly
3398,19.0,Female,Blouse,Clothing,38.0,New Jersey,Summer,2.7,No,Standard,13,Bank Transfer,Bi-Weekly
3399,54.0,Female,Jeans,Clothing,60.0,Montana,Winter,3.8,No,Standard,44,Cash,Fortnightly
3400,40.0,Female,Pants,Clothing,55.0,Montana,Winter,3.3,No,Standard,36,Debit Card,Annually
3401,39.0,Female,Sunglasses,Accessories,51.0,Nevada,Fall,4.8,No,Free Shipping,18,Venmo,Fortnightly
3402,44.0,Female,Backpack,Accessories,71.0,Nevada,Winter,3.4,No,Standard,39,Credit Card,Weekly
3403,22.0,Female,Hoodie,Clothing,61.0,Louisiana,Spring,4.4,No,2-Day Shipping,11,PayPal,Every 3 Months
3404,30.0,Female,Boots,Footwear,65.0,Illinois,Summer,3.9,No,Standard,1,Cash,Bi-Weekly
3405,69.0,Female,Gloves,Accessories,34.0,South Carolina,Fall,3.9,No,2-Day Shipping,34,Credit Card,Annually
3406,28.0,Female,Blouse,Clothing,87.0,Washington,Summer,4.2,No,Store Pickup,47,Bank Transfer,Bi-Weekly
3407,57.0,Female,Sweater,Clothing,79.0,Nebraska,Spring,4.0,No,Store Pickup,24,Venmo,Quarterly
3408,46.0,Female,Dress,Clothing,46.0,Alabama,Spring,2.6,No,Store Pickup,20,Cash,Quarterly
3409,48.0,Female,Socks,Clothing,72.0,Montana,Summer,4.4,No,Standard,11,Bank Transfer,Annually
3410,24.0,Female,Shirt,Clothing,93.0,Minnesota,Summer,3.2,No,Next Day Air,3,Credit Card,Every 3 Months
3411,50.0,Female,Sandals,Footwear,76.0,Ohio,Summer,4.3,No,Free Shipping,38,Bank Transfer,Bi-Weekly
3412,29.0,Female,Shoes,Footwear,56.0,New York,Winter,4.9,No,2-Day Shipping,45,Cash,Weekly
3413,61.0,Female,Sandals,Footwear,83.0,Indiana,Fall,3.8,No,Store Pickup,31,Venmo,Quarterly
3414,34.0,Female,Gloves,Accessories,90.0,Delaware,Winter,2.5,No,Express,16,PayPal,Bi-Weekly
3415,27.0,Female,Boots,Footwear,94.0,Connecticut,Spring,4.9,No,Next Day Air,3,Bank Transfer,Quarterly
3416,38.0,Female,Blouse,Clothing,68.0,New York,Fall,3.0,No,2-Day Shipping,15,Bank Transfer,Annually
3417,25.0,Female,Sandals,Footwear,53.0,Alabama,Spring,3.2,No,Store Pickup,11,Bank Transfer,Every 3 Months
3418,54.0,Female,Coat,Outerwear,35.0,Massachusetts,Summer,2.9,No,2-Day Shipping,22,Debit Card,Fortnightly
3419,53.0,Female,Jacket,Outerwear,30.0,South Carolina,Summer,2.8,No,Free Shipping,35,Debit Card,Annually
3420,23.0,Female,Jewelry,Accessories,26.0,West Virginia,Winter,3.1,No,Store Pickup,5,Venmo,Bi-Weekly
3421,19.0,Female,Hat,Accessories,60.0,Kentucky,Winter,3.4,No,Express,35,PayPal,Bi-Weekly
3422,57.0,Female,Shoes,Footwear,30.0,New Jersey,Summer,2.9,No,Free Shipping,27,PayPal,Weekly
3423,19.0,Female,Coat,Outerwear,91.0,New York,Winter,3.2,No,Next Day Air,9,Venmo,Monthly
3424,33.0,Female,Boots,Footwear,71.0,Massachusetts,Spring,3.8,No,Next Day Air,21,PayPal,Bi-Weekly
3425,33.0,Female,Scarf,Accessories,64.0,Florida,Summer,3.6,No,2-Day Shipping,23,Credit Card,Monthly
3426,38.0,Female,Hat,Accessories,54.0,Michigan,Summer,4.3,No,Next Day Air,3,Debit Card,Bi-Weekly
3427,47.0,Female,Socks,Clothing,35.0,Oregon,Fall,4.8,No,2-Day Shipping,31,Credit Card,Annually
3428,39.0,Female,T-shirt,Clothing,38.0,Michigan,Winter,2.5,No,Store Pickup,44,Cash,Annually
3429,32.0,Female,Jewelry,Accessories,69.0,Washington,Fall,2.5,No,Next Day Air,20,Venmo,Monthly
3430,27.0,Female,Skirt,Clothing,96.0,Alaska,Winter,4.6,No,Express,34,Debit Card,Weekly
3431,67.0,Female,Socks,Clothing,73.0,Montana,Winter,4.2,No,Next Day Air,17,Bank Transfer,Every 3 Months
3432,46.0,Female,Belt,Accessories,49.0,New Mexico,Summer,4.2,No,Express,20,Venmo,Annually
3433,36.0,Female,Boots,Footwear,44.0,Connecticut,Summer,4.8,No,2-Day Shipping,46,PayPal,Every 3 Months
3434,62.0,Female,Socks,Clothing,93.0,Alaska,Spring,4.5,No,Free Shipping,28,PayPal,Annually
3435,31.0,Female,Pants,Clothing,72.0,Ohio,Summer,3.3,No,2-Day Shipping,6,Venmo,Fortnightly
3436,68.0,Female,Socks,Clothing,91.0,Montana,Summer,2.7,No,2-Day Shipping,50,Debit Card,Bi-Weekly
3437,57.0,Female,Belt,Accessories,83.0,Nebraska,Winter,2.8,No,2-Day Shipping,41,Bank Transfer,Monthly
3438,22.0,Female,Jacket,Outerwear,62.0,Oklahoma,Winter,3.5,No,2-Day Shipping,50,PayPal,Annually
3439,26.0,Female,Shirt,Clothing,71.0,Kentucky,Fall,3.0,No,Store Pickup,33,Credit Card,Monthly
3440,43.0,Female,Gloves,Accessories,93.0,Idaho,Summer,4.5,No,Express,25,Venmo,Quarterly
3441,45.0,Female,Handbag,Accessories,63.0,Maryland,Fall,4.3,No,2-Day Shipping,2,PayPal,Weekly
3442,64.0,Female,Sweater,Clothing,96.0,Tennessee,Fall,4.1,No,Standard,15,Credit Card,Annually
3443,28.0,Female,Skirt,Clothing,78.0,Michigan,Spring,4.3,No,Next Day Air,12,PayPal,Weekly
3444,47.0,Female,Dress,Clothing,24.0,Tennessee,Summer,5.0,No,Free Shipping,28,Cash,Bi-Weekly
3445,53.0,Female,Pants,Clothing,63.0,Rhode Island,Summer,3.8,No,2-Day Shipping,12,Bank Transfer,Bi-Weekly
3446,42.0,Female,Hat,Accessories,58.0,Florida,Fall,4.9,No,Standard,3,Debit Card,Annually
3447,51.0,Female,Boots,Footwear,55.0,Louisiana,Spring,5.0,No,2-Day Shipping,20,Cash,Weekly
3448,62.0,Female,Sandals,Footwear,58.0,Arkansas,Fall,4.3,No,Express,3,Bank Transfer,Bi-Weekly
3449,18.0,Female,Coat,Outerwear,28.0,Kentucky,Winter,4.1,No,Express,32,Bank Transfer,Fortnightly
3450,48.0,Female,Blouse,Clothing,37.0,Kansas,Spring,4.5,No,Standard,35,Cash,Monthly
3451,20.0,Female,Shorts,Clothing,78.0,Vermont,Spring,3.6,No,Store Pickup,31,PayPal,Monthly
3452,32.0,Female,Blouse,Clothing,73.0,Nevada,Fall,3.0,No,Free Shipping,13,Credit Card,Annually
3453,26.0,Female,Jacket,Outerwear,20.0,Oklahoma,Spring,3.7,No,Next Day Air,3,Venmo,Fortnightly
3454,31.0,Female,Shirt,Clothing,60.0,Alabama,Winter,4.3,No,Standard,48,Venmo,Bi-Weekly
3455,55.0,Female,Handbag,Accessories,71.0,Louisiana,Fall,4.6,No,Store Pickup,15,PayPal,Bi-Weekly
3456,49.0,Female,T-shirt,Clothing,89.0,Ohio,Fall,4.7,No,Standard,13,Venmo,Annually
3457,42.0,Female,Hoodie,Clothing,53.0,Texas,Fall,4.6,No,Express,21,Venmo,Monthly
3458,64.0,Female,Jewelry,Accessories,87.0,Maryland,Summer,3.0,No,Express,29,Cash,Fortnightly
3459,68.0,Female,Jewelry,Accessories,37.0,West Virginia,Spring,3.4,No,Standard,24,Venmo,Quarterly
3460,68.0,Female,Hoodie,Clothing,37.0,Ohio,Fall,3.8,No,Express,21,PayPal,Annually
3461,41.0,Female,Scarf,Accessories,78.0,Indiana,Spring,3.1,No,Express,5,Bank Transfer,Bi-Weekly
3462,51.0,Female,Shoes,Footwear,23.0,Wyoming,Spring,4.4,No,Standard,47,Cash,Quarterly
3463,44.0,Female,Jeans,Clothing,73.0,Michigan,Spring,4.5,No,Standard,34,Credit Card,Every 3 Months
3464,27.0,Female,Jewelry,Accessories,27.0,Maine,Fall,2.8,No,2-Day Shipping,45,PayPal,Fortnightly
3465,36.0,Female,Coat,Outerwear,59.0,Utah,Winter,2.7,No,Next Day Air,12,PayPal,Annually
3466,19.0,Female,Backpack,Accessories,53.0,Iowa,Spring,3.4,No,Standard,31,Debit Card,Weekly
3467,49.0,Female,Socks,Clothing,42.0,Maryland,Summer,4.6,No,Standard,43,Bank Transfer,Annually
3468,18.0,Female,Scarf,Accessories,45.0,Texas,Fall,5.0,No,Next Day Air,5,Credit Card,Annually
3469,36.0,Female,Sunglasses,Accessories,89.0,Ohio,Winter,3.5,No,Standard,36,Debit Card,Quarterly
3470,36.0,Female,Socks,Clothing,85.0,North Dakota,Fall,3.3,No,Store Pickup,12,Cash,Annually
3471,19.0,Female,Coat,Outerwear,69.0,West Virginia,Summer,4.5,No,Free Shipping,31,Cash,Bi-Weekly
3472,43.0,Female,Sandals,Footwear,66.0,North Carolina,Spring,3.1,No,Store Pickup,31,Cash,Bi-Weekly
3473,31.0,Female,Blouse,Clothing,42.0,Georgia,Summer,4.0,No,Free Shipping,15,Debit Card,Weekly
3474,63.0,Female,Dress,Clothing,40.0,Kansas,Spring,2.5,No,Express,11,Cash,Weekly
3475,41.0,Female,Pants,Clothing,82.0,Maine,Winter,4.4,No,Store Pickup,18,Venmo,Monthly
3476,48.0,Female,Sneakers,Footwear,88.0,South Carolina,Spring,4.4,No,Express,9,Cash,Quarterly
3477,68.0,Female,Boots,Footwear,99.0,South Carolina,Summer,3.2,No,Free Shipping,11,Cash,Weekly
3478,53.0,Female,Handbag,Accessories,85.0,Kentucky,Spring,3.8,No,Store Pickup,38,Debit Card,Bi-Weekly
3479,36.0,Female,Handbag,Accessories,57.0,Arizona,Fall,4.6,No,Store Pickup,42,PayPal,Quarterly
3480,46.0,Female,Sweater,Clothing,56.0,New York,Summer,4.9,No,Standard,41,Cash,Monthly
3481,21.0,Female,Sandals,Footwear,79.0,New Hampshire,Winter,3.5,No,Free Shipping,45,PayPal,Monthly
3482,52.0,Female,Socks,Clothing,67.0,Ohio,Summer,3.4,No,Store Pickup,41,Debit Card,Bi-Weekly
3483,66.0,Female,Gloves,Accessories,61.0,Hawaii,Winter,3.9,No,Next Day Air,35,Debit Card,Weekly
3484,19.0,Female,Hoodie,Clothing,37.0,Texas,Winter,3.9,No,Express,21,Credit Card,Every 3 Months
3485,44.0,Female,Dress,Clothing,75.0,Illinois,Fall,4.2,No,Free Shipping,13,Credit Card,Bi-Weekly
3486,50.0,Female,Shirt,Clothing,21.0,Massachusetts,Winter,3.4,No,Standard,23,Debit Card,Fortnightly
3487,51.0,Female,Shorts,Clothing,89.0,North Carolina,Winter,4.9,No,Standard,6,PayPal,Weekly
3488,25.0,Female,Sandals,Footwear,24.0,West Virginia,Fall,2.9,No,Store Pickup,39,Bank Transfer,Annually
3489,62.0,Female,Sweater,Clothing,27.0,Delaware,Spring,4.9,No,Store Pickup,7,Cash,Quarterly
3490,48.0,Female,Dress,Clothing,26.0,Idaho,Summer,4.6,No,2-Day Shipping,32,PayPal,Every 3 Months
3491,62.0,Female,Boots,Footwear,82.0,Oregon,Spring,3.6,No,Store Pickup,43,Credit Card,Quarterly
3492,22.0,Female,Pants,Clothing,28.0,Maine,Winter,4.3,No,Express,15,Cash,Monthly
3493,48.0,Female,Gloves,Accessories,65.0,South Dakota,Fall,4.6,No,Standard,48,Bank Transfer,Annually
3494,48.0,Female,Pants,Clothing,82.0,New Mexico,Winter,4.7,No,Store Pickup,35,Credit Card,Weekly
3495,62.0,Female,Scarf,Accessories,38.0,Washington,Winter,3.5,No,Free Shipping,41,PayPal,Quarterly
3496,24.0,Female,Shorts,Clothing,33.0,Georgia,Spring,2.8,No,Free Shipping,14,Cash,Weekly
3497,39.0,Female,Shoes,Footwear,38.0,Idaho,Summer,4.0,No,Free Shipping,22,PayPal,Monthly
3498,35.0,Female,Handbag,Accessories,48.0,Colorado,Spring,4.3,No,Store Pickup,16,Venmo,Every 3 Months
3499,47.0,Female,Sandals,Footwear,35.0,Kentucky,Summer,3.8,No,Standard,2,Bank Transfer,Bi-Weekly
3500,22.0,Female,Socks,Clothing,29.0,New Jersey,Fall,3.0,No,Next Day Air,13,PayPal,Every 3 Months
3501,38.0,Female,Shirt,Clothing,48.0,Oregon,Fall,4.6,No,Next Day Air,38,Debit Card,Fortnightly
3502,53.0,Female,Shoes,Footwear,87.0,Nebraska,Fall,4.8,No,Standard,43,Bank Transfer,Weekly
3503,31.0,Female,Backpack,Accessories,62.0,Massachusetts,Fall,4.7,No,Next Day Air,26,Bank Transfer,Quarterly
3504,31.0,Female,Shirt,Clothing,96.0,Nebraska,Spring,3.9,No,Free Shipping,39,Cash,Weekly
3505,65.0,Female,Handbag,Accessories,41.0,Hawaii,Fall,4.0,No,Next Day Air,50,Venmo,Monthly
3506,48.0,Female,Jewelry,Accessories,42.0,Indiana,Winter,3.7,No,2-Day Shipping,40,Bank Transfer,Every 3 Months
3507,18.0,Female,Shirt,Clothing,57.0,Illinois,Winter,3.7,No,2-Day Shipping,12,Cash,Fortnightly
3508,46.0,Female,Handbag,Accessories,65.0,Colorado,Spring,4.2,No,Store Pickup,33,Credit Card,Every 3 Months
3509,52.0,Female,Pants,Clothing,54.0,Pennsylvania,Fall,4.7,No,Standard,49,Bank Transfer,Weekly
3510,50.0,Female,T-shirt,Clothing,22.0,Ohio,Winter,4.3,No,Next Day Air,43,Venmo,Bi-Weekly
3511,49.0,Female,Sneakers,Footwear,96.0,Pennsylvania,Fall,4.9,No,2-Day Shipping,14,Venmo,Monthly
3512,69.0,Female,Jewelry,Accessories,81.0,Mississippi,Summer,3.9,No,2-Day Shipping,21,Credit Card,Every 3 Months
3513,36.0,Female,Shirt,Clothing,46.0,Kentucky,Fall,3.4,No,Free Shipping,31,Debit Card,Quarterly
3514,30.0,Female,Blouse,Clothing,74.0,Alaska,Spring,4.2,No,Store Pickup,29,Credit Card,Fortnightly
3515,25.0,Female,Sneakers,Footwear,50.0,Georgia,Winter,4.7,No,Express,32,Cash,Monthly
